x,y,z,
10.07,0.66,2.24,
9.63,1.08,2.28,
8.50,-0.04,1.79,
8.91,0.15,1.82,
10.42,1.09,2.12,
10.43,1.40,2.44,
10.43,0.76,2.46,
10.07,0.10,2.05,
10.16,0.04,2.18,
10.23,0.23,2.30,
10.33,0.78,3.01,
10.05,1.02,3.10,
10.10,0.68,2.90,
9.71,0.70,2.57,
10.44,0.60,3.06,
10.76,1.09,2.89,
10.75,1.17,2.99,
9.58,-0.11,1.99,
9.86,-0.55,1.89,
10.24,-0.22,2.24,
10.75,0.19,2.36,
10.94,0.36,2.12,
10.65,0.42,1.87,
9.96,0.63,2.43,
9.66,0.85,1.78,
9.89,1.26,2.17,
9.75,1.40,2.18,
9.27,1.57,1.94,
9.85,1.57,1.97,
9.62,1.51,2.23,
9.35,1.34,1.79,
10.02,1.43,2.29,
9.92,1.66,2.19,
9.68,0.77,2.21,
9.70,0.97,2.18,
10.19,1.28,2.42,
9.60,1.24,2.76,
9.39,0.90,1.83,
10.15,0.85,2.46,
10.21,1.09,2.48,
9.98,1.10,2.57,
9.52,0.63,1.84,
9.93,1.17,2.13,
9.96,1.43,2.20,
9.70,0.68,1.73,
10.91,1.61,1.50,
10.67,1.61,2.01,
10.11,1.01,2.63,
9.68,1.51,2.41,
9.62,1.22,2.78,
10.00,1.07,2.28,
9.52,1.02,2.09,
9.18,0.57,2.22,
9.23,1.14,2.46,
8.96,2.14,2.10,
8.82,2.12,1.84,
9.70,1.71,2.26,
9.46,2.00,1.67,
9.67,1.30,0.51,
10.44,1.39,1.09,
10.83,1.23,0.87,
10.51,1.67,0.70,
10.33,1.46,0.54,
10.34,1.61,0.78,
10.69,1.80,0.67,
10.81,2.23,1.59,
10.83,2.69,1.18,
10.44,2.70,1.43,
10.41,2.32,1.61,
10.44,2.07,1.42,
10.53,2.43,2.07,
10.04,2.15,2.37,
9.37,2.37,1.93,
8.79,2.07,2.46,
9.08,3.42,2.35,
8.82,3.07,2.20,
9.01,2.36,1.87,
9.16,2.50,1.86,
10.11,2.83,1.83,
9.97,2.16,1.52,
9.75,1.43,0.76,
11.00,2.21,1.58,
10.15,2.09,1.73,
9.01,3.10,1.84,
8.93,3.35,1.65,
9.41,3.73,2.65,
9.09,3.47,2.34,
7.96,2.82,0.78,
10.10,3.85,2.81,
9.95,3.71,2.53,
8.44,2.75,1.37,
9.78,2.57,1.29,
10.44,2.32,1.73,
10.53,1.99,1.27,
9.83,2.28,0.67,
9.83,1.98,0.70,
10.87,2.01,1.60,
10.33,1.97,1.24,
10.09,1.69,0.80,
9.63,1.63,0.86,
10.15,1.08,0.70,
10.86,1.49,1.61,
11.10,2.12,1.22,
10.97,3.11,1.10,
10.60,2.04,0.44,
9.96,1.28,2.22,
11.58,1.49,2.13,
10.47,1.85,2.44,
10.84,0.77,2.00,
10.14,1.97,2.54,
9.95,0.97,1.93,
10.14,0.14,3.55,
9.83,0.43,2.80,
9.08,-0.18,2.25,
8.46,-0.54,2.18,
9.52,-0.67,2.32,
10.34,0.55,2.97,
9.94,1.74,3.18,
7.30,0.80,2.39,
9.10,0.67,2.54,
8.99,1.87,3.12,
8.75,1.18,2.19,
8.99,1.72,1.87,
10.40,1.92,2.17,
10.41,1.04,1.38,
10.23,0.31,1.53,
10.34,-0.41,1.08,
9.55,0.07,0.92,
10.54,0.28,1.14,
10.36,0.99,1.51,
10.81,0.96,0.90,
10.21,0.52,0.42,
10.09,0.48,-0.34,
10.39,0.74,-0.38,
10.28,0.51,-0.47,
10.23,0.51,0.08,
10.06,-0.05,-0.24,
10.55,0.65,0.80,
9.85,0.25,0.06,
10.42,0.09,0.50,
10.69,0.28,1.16,
10.83,0.63,0.80,
10.30,0.90,0.70,
9.82,1.02,0.63,
9.44,0.82,-0.15,
10.08,0.80,0.61,
10.67,0.75,0.95,
10.90,1.23,1.12,
10.35,1.20,0.32,
10.23,0.61,0.26,
10.49,0.01,-0.13,
11.01,0.22,-0.13,
10.51,-0.14,-0.27,
11.32,0.66,0.31,
11.00,0.57,0.39,
10.66,0.16,0.07,
10.88,1.28,-1.31,
10.52,1.27,-0.98,
12.35,2.25,-1.21,
12.06,1.32,0.74,
11.43,1.75,1.45,
11.58,0.51,1.89,
11.06,1.83,2.77,
10.32,1.61,1.69,
9.12,0.51,0.96,
8.58,1.84,0.36,
8.50,2.92,1.29,
8.48,2.96,0.02,
7.98,1.60,0.28,
8.72,3.18,0.61,
9.66,3.22,1.50,
8.80,2.22,0.61,
10.32,2.54,1.65,
11.35,2.12,2.34,
11.91,0.59,1.67,
11.69,-0.20,1.43,
10.93,-0.08,0.21,
10.61,0.24,-0.07,
10.46,0.38,0.00,
9.39,0.08,-0.11,
9.47,0.45,0.11,
10.28,1.23,1.05,
10.33,1.46,1.10,
9.49,1.23,0.54,
9.32,1.32,0.02,
10.44,1.90,1.54,
10.22,2.05,0.99,
9.59,2.07,0.98,
9.87,1.82,0.84,
9.50,2.60,2.15,
9.30,2.23,1.01,
9.02,2.58,1.00,
10.37,1.76,1.33,
10.54,2.03,0.84,
10.32,2.00,0.21,
9.92,1.18,0.23,
9.99,0.92,-0.07,
10.77,1.56,1.14,
11.61,0.41,1.27,
10.29,0.82,0.48,
10.09,0.71,-0.68,
10.94,2.28,-0.78,
10.65,1.93,1.89,
12.46,1.60,-1.23,
10.68,4.09,1.85,
12.43,0.81,1.52,
12.13,1.24,4.52,
10.97,0.55,2.63,
10.01,0.15,2.01,
9.40,-2.47,0.89,
9.16,1.64,2.62,
9.78,0.35,0.22,
8.78,0.08,2.33,
8.64,-0.29,-0.15,
8.82,-0.05,0.55,
9.79,-0.21,1.28,
10.58,-0.19,1.94,
11.16,-0.28,1.81,
10.98,0.32,1.73,
10.03,0.58,1.79,
10.03,0.42,1.18,
10.13,-0.14,1.41,
10.13,-0.03,1.11,
10.27,0.16,1.11,
10.88,-0.22,1.46,
10.58,0.26,1.33,
10.58,0.49,1.41,
10.33,0.55,1.28,
9.44,0.20,0.60,
9.09,1.06,-0.04,
9.54,0.57,0.03,
9.93,1.18,1.03,
10.02,0.21,0.20,
9.94,0.17,-0.22,
11.13,0.56,0.74,
11.31,0.51,1.09,
11.22,-0.10,0.59,
11.02,0.52,0.98,
10.12,0.39,0.52,
9.50,0.63,0.58,
9.64,0.85,0.25,
10.60,0.99,1.41,
10.61,0.65,0.98,
10.41,0.62,0.80,
10.34,0.08,0.32,
9.92,0.52,0.56,
10.61,0.63,1.40,
11.89,1.38,1.23,
10.23,4.95,-0.42,
11.11,-0.17,0.26,
12.38,1.54,-0.39,
11.45,3.31,0.92,
11.27,-0.41,-0.53,
11.04,0.65,1.04,
11.49,2.41,0.21,
10.89,2.29,0.02,
9.74,1.69,-0.24,
9.32,2.40,-0.15,
9.47,2.23,-0.01,
9.25,2.78,1.10,
9.60,2.04,0.25,
8.55,3.33,0.80,
8.37,2.61,-0.80,
8.75,2.31,-1.11,
9.41,2.08,-1.60,
9.70,2.27,-1.06,
11.02,2.96,-0.26,
11.06,2.32,-0.38,
10.92,2.49,-0.11,
11.29,2.71,0.22,
11.26,2.21,0.55,
10.99,3.01,1.00,
10.92,2.35,1.07,
9.78,2.59,1.31,
9.05,2.85,0.71,
8.68,2.71,0.45,
9.74,3.03,0.93,
9.15,2.72,0.16,
8.76,2.62,0.07,
9.47,3.01,-0.36,
9.63,2.41,-0.48,
10.25,2.61,-0.33,
10.27,2.69,-1.39,
10.54,2.36,-1.09,
10.46,2.49,-1.14,
10.94,2.48,-0.92,
11.32,1.90,-0.07,
10.82,3.01,-0.01,
10.64,1.27,0.78,
9.52,1.09,1.29,
10.19,-1.65,-1.11,
8.81,2.30,1.09,
9.86,0.37,-2.26,
9.79,1.01,-0.49,
10.06,2.06,-2.36,
10.22,1.90,0.13,
11.31,0.03,-0.26,
11.02,1.68,0.85,
11.63,0.27,0.94,
10.96,-0.65,1.14,
10.13,2.57,1.72,
9.80,2.70,2.56,
9.66,2.45,2.48,
8.85,3.21,2.56,
7.88,2.74,1.47,
8.81,3.03,1.99,
9.75,3.50,1.66,
9.07,2.37,1.16,
8.75,3.06,0.44,
9.38,2.42,0.22,
10.37,1.93,0.58,
10.59,1.38,0.45,
11.11,1.00,0.46,
10.88,1.21,0.51,
10.07,1.07,0.26,
9.83,1.37,0.34,
9.72,1.59,0.58,
10.54,2.01,1.56,
10.53,2.04,1.64,
10.47,2.42,1.60,
10.11,1.88,1.24,
10.06,1.91,1.24,
10.04,1.52,0.97,
9.84,1.63,0.96,
10.16,1.75,0.75,
10.27,1.96,0.95,
10.55,2.02,1.01,
10.88,2.29,1.22,
11.01,1.89,0.91,
10.54,2.31,1.13,
10.31,2.15,1.15,
9.54,1.84,1.08,
9.29,1.68,0.40,
9.61,2.00,0.62,
10.77,2.56,1.58,
10.60,2.49,1.43,
10.59,2.17,1.26,
10.14,1.51,0.78,
10.47,1.43,0.36,
9.94,2.24,0.47,
10.49,1.73,0.99,
10.40,1.50,1.65,
10.48,1.50,1.31,
10.30,2.08,2.00,
10.84,1.88,1.16,
10.53,2.23,0.99,
9.83,2.63,0.95,
8.22,2.06,0.50,
8.23,2.24,-0.38,
8.45,2.98,-0.19,
8.80,3.09,-0.03,
10.16,3.45,1.50,
10.96,3.20,1.01,
10.97,3.60,1.11,
10.87,3.29,0.08,
10.34,3.33,-0.08,
10.87,3.24,-0.16,
11.18,3.66,-0.14,
10.77,3.70,-0.19,
10.84,3.59,0.12,
11.17,3.41,-0.45,
11.16,3.08,-0.72,
11.44,2.88,-0.69,
10.54,2.67,-1.28,
10.02,2.28,-1.66,
9.37,3.31,-1.55,
10.06,3.52,-0.48,
9.46,3.39,-0.63,
9.97,3.04,-0.61,
10.41,3.92,0.81,
10.37,4.06,0.38,
9.99,4.35,0.29,
9.36,3.43,-0.33,
9.02,3.00,-0.67,
9.44,2.87,-1.23,
9.31,2.88,-1.75,
10.31,3.20,-0.63,
9.78,2.83,-1.54,
10.41,2.79,-1.13,
9.97,2.21,-1.73,
10.85,3.28,-0.14,
10.18,3.28,-0.55,
9.72,3.31,-0.98,
9.96,3.60,-0.31,
10.34,3.73,0.16,
10.22,3.64,-0.02,
10.49,3.47,0.22,
9.96,3.52,-0.46,
9.58,3.31,-0.59,
9.44,3.11,-0.78,
9.32,3.19,-0.78,
9.70,3.07,-1.25,
10.32,3.51,-0.94,
10.00,3.23,-0.58,
9.62,1.31,0.26,
11.41,2.49,2.30,
10.69,3.13,2.63,
10.10,2.86,2.02,
9.22,1.89,1.73,
8.88,1.67,0.41,
9.51,0.68,2.12,
10.69,1.96,1.41,
10.56,2.20,1.59,
10.77,0.76,1.91,
10.71,1.79,0.93,
10.93,1.89,2.59,
11.73,1.49,2.65,
11.78,2.23,3.91,
10.74,1.46,2.69,
9.18,1.44,2.99,
7.97,1.64,2.73,
9.21,2.51,3.85,
9.13,2.05,3.57,
8.55,0.71,1.97,
8.99,2.01,1.43,
9.86,3.97,2.95,
8.76,3.24,1.92,
7.93,2.69,1.45,
9.58,2.71,2.69,
10.39,2.81,2.20,
9.51,2.14,1.03,
9.73,2.45,0.92,
10.66,2.62,2.27,
9.83,2.45,2.11,
8.65,2.59,1.62,
9.05,2.96,1.97,
10.87,3.20,2.37,
10.24,2.20,2.34,
9.35,1.28,1.40,
8.40,0.98,1.88,
9.58,2.66,3.63,
8.77,3.38,3.25,
7.80,2.68,2.61,
9.05,2.34,3.14,
10.05,2.75,3.60,
10.10,2.18,3.61,
8.73,1.92,1.96,
9.61,1.94,1.36,
11.25,1.79,2.84,
12.57,2.10,1.69,
10.94,3.31,1.94,
10.41,1.75,1.46,
10.63,3.64,1.34,
11.16,3.13,0.90,
10.33,2.36,2.74,
10.27,3.15,2.91,
8.99,2.60,3.62,
8.28,2.45,1.73,
7.69,1.19,2.22,
9.41,2.35,1.78,
9.92,1.44,0.13,
8.70,1.54,0.58,
8.81,0.70,-0.87,
9.16,2.63,0.81,
9.96,3.14,1.11,
8.99,2.62,0.32,
9.28,2.58,-0.03,
9.73,2.26,1.12,
10.97,2.15,1.89,
11.45,1.90,2.02,
11.11,1.40,2.55,
10.44,1.09,1.87,
8.91,1.62,1.86,
8.54,1.36,0.93,
8.93,2.43,1.55,
10.01,1.67,1.70,
10.05,2.25,1.13,
9.67,1.44,0.87,
9.69,0.36,-0.10,
10.32,1.45,0.46,
10.14,0.30,-0.41,
10.01,-0.03,0.12,
10.03,0.23,0.47,
9.64,0.52,1.53,
9.83,0.84,2.15,
9.77,1.02,2.50,
9.66,0.46,1.90,
9.77,0.47,1.63,
11.29,0.93,2.64,
11.56,0.19,2.48,
11.54,0.22,2.54,
11.09,0.43,2.32,
10.21,0.01,1.64,
9.84,0.17,1.27,
9.78,0.01,1.84,
13.07,2.57,1.12,
10.02,3.74,4.20,
12.60,-1.13,0.89,
13.55,4.27,1.29,
11.18,3.21,5.57,
11.00,-1.00,2.65,
9.76,1.82,4.52,
8.89,-1.04,3.32,
8.17,-0.33,3.95,
8.33,-1.21,2.26,
7.78,-1.34,2.81,
8.89,-0.79,1.78,
8.65,-0.34,1.66,
8.95,1.17,1.62,
9.86,1.22,2.79,
9.34,1.66,2.32,
8.61,1.69,2.21,
9.56,1.68,2.57,
10.21,1.91,3.59,
9.67,2.20,4.10,
8.83,1.23,3.19,
8.15,1.28,3.43,
8.48,0.95,2.61,
10.15,1.14,3.79,
10.41,0.83,3.53,
10.47,1.11,3.43,
10.48,1.15,3.18,
9.70,1.28,2.43,
8.86,1.14,2.42,
8.83,0.98,2.09,
9.78,1.59,3.23,
10.18,1.31,3.13,
10.15,1.30,3.29,
9.44,0.81,2.79,
8.99,0.67,2.81,
9.04,0.99,2.29,
9.89,1.52,3.48,
9.57,1.23,2.97,
9.12,1.04,2.74,
9.38,1.12,1.82,
10.21,1.52,3.27,
10.34,1.13,3.14,
10.55,1.27,3.31,
10.40,1.09,3.17,
10.20,1.22,2.99,
9.97,0.99,2.68,
9.16,0.95,2.14,
9.83,0.91,1.91,
10.72,1.02,2.58,
10.68,0.39,2.12,
10.71,0.66,2.12,
13.83,4.18,-0.13,
8.25,0.81,7.58,
11.52,-0.08,-0.41,
11.31,4.16,3.97,
11.39,0.39,1.88,
10.47,-0.11,2.61,
10.34,0.64,2.79,
9.22,1.67,2.50,
8.67,0.72,1.80,
8.82,0.67,0.84,
9.46,1.07,1.57,
10.28,0.89,1.67,
10.82,0.90,0.13,
10.50,1.63,1.20,
10.77,0.93,1.34,
9.83,1.69,1.57,
9.46,1.37,1.56,
9.67,1.55,2.37,
10.67,2.25,3.12,
10.29,2.07,3.46,
9.82,1.78,3.50,
9.70,1.36,2.71,
8.66,0.84,1.84,
8.36,0.93,1.03,
8.99,1.14,0.97,
10.69,1.46,1.38,
10.82,1.00,1.54,
10.95,1.17,1.62,
10.79,0.71,0.67,
10.80,1.54,1.14,
10.57,1.50,1.58,
9.93,1.32,1.78,
9.42,0.95,2.00,
9.77,0.68,1.62,
10.35,2.00,2.90,
10.70,0.98,2.66,
10.30,1.83,2.87,
10.30,1.70,2.43,
10.46,2.15,2.61,
10.68,2.06,2.16,
10.81,1.85,2.57,
10.57,1.42,1.45,
10.23,1.58,1.73,
10.73,0.67,1.51,
10.60,1.55,2.03,
9.89,1.08,1.68,
9.37,0.87,1.56,
9.58,0.56,1.14,
10.96,0.94,2.08,
11.79,2.25,0.95,
10.09,1.57,3.16,
10.71,1.37,2.97,
10.79,4.36,3.14,
10.32,3.37,3.58,
9.92,2.02,3.80,
9.45,1.45,3.07,
9.34,0.73,2.62,
8.77,0.31,2.31,
9.89,0.88,2.52,
10.54,1.80,3.04,
10.13,1.24,3.22,
10.65,0.96,2.81,
10.49,0.81,3.21,
10.54,0.68,3.26,
10.32,0.80,3.31,
9.77,0.94,3.14,
8.94,0.68,2.63,
8.21,0.47,2.23,
8.98,0.91,2.27,
9.82,1.86,2.57,
10.41,2.06,2.93,
10.21,1.83,3.28,
11.10,1.97,2.90,
10.97,2.05,3.32,
10.23,2.48,3.11,
10.49,2.42,3.39,
10.34,2.12,3.32,
10.51,1.10,2.90,
10.53,0.61,1.93,
10.85,0.75,1.99,
10.76,0.84,2.02,
9.72,0.73,1.94,
9.06,0.52,1.35,
8.52,0.75,1.36,
9.80,1.02,2.28,
10.45,1.33,2.77,
10.54,1.04,2.42,
10.45,1.25,2.19,
10.55,1.55,2.82,
10.85,1.81,2.57,
10.68,1.51,2.44,
11.29,1.84,2.64,
11.13,1.55,2.68,
11.34,1.43,2.52,
11.11,1.79,2.32,
10.87,1.92,2.32,
10.94,1.70,2.28,
10.89,2.15,2.10,
10.25,1.89,2.20,
10.72,1.39,1.39,
10.29,1.98,2.25,
9.84,1.11,1.42,
9.16,1.45,1.27,
9.13,1.28,0.46,
9.15,1.20,0.69,
10.75,0.88,0.83,
10.57,1.13,0.97,
10.79,1.77,0.56,
10.77,2.56,0.52,
10.92,2.65,0.33,
10.95,2.61,0.03,
10.45,2.44,-0.25,
10.88,2.41,-0.13,
10.38,2.13,-0.38,
9.48,1.87,-0.61,
10.51,2.24,-0.09,
10.00,2.07,-0.65,
9.34,1.74,-0.52,
9.49,1.51,-1.39,
9.41,2.57,-1.33,
9.50,2.11,-1.82,
9.68,1.75,-2.03,
11.17,1.65,-1.87,
10.46,1.26,-2.97,
10.32,1.22,-2.37,
10.79,1.47,-1.58,
10.43,1.64,-1.00,
11.00,2.02,-0.85,
11.21,2.18,-0.44,
10.91,1.88,-0.68,
10.81,1.94,-0.49,
10.47,1.74,-1.06,
9.55,1.00,-2.05,
9.31,1.85,-2.10,
10.16,1.30,-1.47,
9.32,0.83,-1.93,
9.61,0.83,-1.92,
9.61,1.15,-1.20,
10.51,0.98,0.10,
10.11,2.12,0.50,
10.16,2.35,0.33,
11.06,2.84,0.79,
11.06,2.56,0.87,
10.88,1.79,1.25,
10.97,1.60,1.12,
10.70,1.84,0.89,
10.63,1.90,0.65,
10.89,2.05,0.49,
10.27,1.53,0.15,
10.73,1.01,0.07,
10.53,0.53,0.35,
10.27,0.26,0.52,
9.57,0.73,0.00,
9.34,0.46,-0.29,
9.30,0.47,-0.51,
10.08,0.88,0.47,
10.18,0.56,0.10,
9.89,0.56,0.16,
11.49,0.73,1.50,
11.25,1.14,1.87,
11.35,0.88,1.86,
11.21,0.81,2.05,
10.78,0.84,1.86,
10.84,1.04,1.65,
11.03,1.16,1.55,
10.48,0.85,1.30,
10.56,0.94,1.62,
10.71,0.89,1.55,
10.64,1.36,1.63,
9.83,1.24,1.38,
9.41,0.96,0.53,
9.27,0.66,0.14,
11.13,1.17,2.07,
10.84,1.11,2.31,
10.88,0.50,2.00,
11.30,1.34,2.28,
11.44,1.55,2.44,
11.23,1.54,2.31,
11.05,1.34,2.11,
11.07,1.37,1.84,
11.16,1.49,1.98,
11.20,1.49,2.25,
10.82,1.34,2.11,
10.94,1.43,2.23,
11.02,1.55,2.23,
10.95,1.56,2.23,
10.15,1.56,1.85,
10.14,1.52,1.77,
10.24,1.55,1.74,
9.72,0.58,0.98,
8.94,0.44,0.78,
9.18,0.49,-0.26,
9.70,0.78,0.83,
10.57,1.25,2.03,
10.57,0.89,1.43,
10.36,1.18,1.70,
11.32,1.45,2.28,
11.46,1.14,2.05,
11.34,0.99,2.19,
11.58,1.38,1.87,
11.87,2.58,1.52,
11.59,3.12,1.43,
10.44,1.80,2.21,
11.38,1.64,1.11,
11.38,2.56,1.34,
11.28,1.69,1.72,
10.60,1.13,1.19,
10.24,1.41,1.17,
9.89,1.62,1.13,
8.93,1.13,-0.61,
8.72,1.08,-0.97,
8.55,1.08,-1.08,
8.54,1.06,-0.97,
9.07,0.85,-1.17,
9.60,0.64,-1.24,
9.21,0.68,-1.49,
9.81,0.85,-0.51,
9.78,0.89,-0.49,
9.77,1.44,-0.61,
10.04,1.66,-0.23,
10.38,2.45,0.77,
10.28,2.63,0.61,
10.05,1.96,1.14,
10.69,2.41,1.82,
10.58,2.10,1.68,
10.96,1.44,1.42,
10.96,1.71,1.12,
11.76,2.01,0.84,
11.46,2.70,0.71,
11.12,2.39,0.44,
10.44,2.51,0.57,
10.56,2.60,0.67,
10.47,2.65,0.77,
10.27,2.39,0.83,
9.34,1.72,0.10,
9.01,1.56,-0.61,
9.05,1.44,-0.62,
9.65,1.91,0.41,
11.13,2.30,1.46,
11.06,2.31,1.55,
11.05,2.14,1.15,
10.95,2.04,1.18,
10.78,1.92,1.16,
10.70,1.89,1.08,
9.31,1.02,0.02,
9.40,1.01,-0.72,
9.51,1.32,-0.37,
10.90,2.10,1.68,
11.24,2.36,2.18,
11.27,2.42,2.35,
11.44,2.56,2.21,
11.18,2.45,1.80,
10.98,1.84,1.07,
11.65,1.40,0.32,
10.11,1.27,0.17,
10.32,-0.49,-0.15,
11.04,2.76,1.30,
10.65,0.71,1.02,
9.76,-0.16,-0.11,
10.04,0.11,0.53,
9.59,0.21,0.18,
10.20,-0.17,1.17,
10.19,-0.46,0.11,
8.92,0.19,0.66,
9.94,0.75,1.34,
10.43,1.00,2.40,
9.82,0.52,2.32,
8.58,0.04,1.80,
10.10,0.55,3.03,
10.16,1.15,3.40,
10.08,1.81,3.18,
9.56,2.20,2.84,
8.73,1.54,1.76,
8.25,1.06,0.52,
10.85,1.74,2.83,
11.10,1.39,2.84,
11.27,1.18,2.53,
10.99,0.94,2.59,
10.10,0.15,1.44,
9.78,-0.25,1.17,
9.52,-0.87,0.76,
9.37,-0.84,0.57,
9.50,-0.13,1.25,
9.58,0.36,2.05,
10.52,1.20,2.85,
9.85,1.39,2.81,
8.98,0.35,1.67,
8.94,0.29,1.53,
10.65,0.74,3.10,
10.29,1.02,2.93,
10.42,0.36,2.50,
9.14,-0.06,1.39,
9.01,0.03,0.70,
9.84,0.13,0.53,
11.14,1.27,2.14,
11.48,1.17,1.73,
11.31,1.32,1.99,
11.28,0.57,1.36,
10.66,-0.32,0.18,
12.19,1.58,-0.89,
10.60,0.92,3.04,
11.99,-1.56,0.70,
10.42,2.36,3.10,
10.94,0.22,1.34,
10.60,1.78,2.04,
10.27,2.37,2.88,
9.66,1.45,3.15,
9.44,0.44,2.05,
8.88,0.02,0.72,
10.27,0.54,2.03,
11.04,0.12,0.45,
10.65,1.84,1.20,
10.66,0.60,0.20,
9.55,0.16,0.66,
9.43,-0.02,-0.38,
8.86,1.00,0.11,
10.77,1.80,1.81,
10.91,2.00,2.44,
10.06,0.68,0.63,
9.22,1.78,2.32,
9.67,1.67,2.01,
9.70,2.46,3.17,
9.04,1.96,1.77,
8.32,1.10,1.14,
10.31,1.36,2.28,
11.47,2.06,2.82,
10.61,1.39,2.22,
10.38,0.81,1.73,
9.46,0.22,0.53,
10.30,0.79,1.52,
10.96,1.14,2.20,
11.52,0.50,1.65,
10.12,2.03,1.54,
9.27,1.95,1.09,
8.73,1.83,1.14,
10.28,2.61,2.64,
9.81,1.75,2.25,
8.29,0.83,0.31,
10.82,2.73,3.07,
11.02,2.49,2.65,
11.06,1.68,2.12,
9.94,-1.19,-0.16,
10.65,-0.45,-0.11,
11.77,0.42,1.23,
11.40,0.58,0.18,
9.95,0.77,-0.49,
10.14,0.85,0.34,
11.20,1.04,1.28,
12.06,1.35,1.77,
11.26,1.84,1.59,
10.15,1.20,1.06,
8.78,1.58,1.14,
9.81,2.27,2.41,
8.71,1.98,1.82,
8.30,0.73,1.68,
9.60,1.77,2.53,
10.09,2.17,2.16,
9.38,1.85,1.84,
8.41,1.55,0.84,
9.56,2.78,2.53,
8.58,3.39,1.76,
7.84,2.53,0.77,
10.25,3.81,2.59,
10.70,3.20,2.46,
10.39,2.82,1.93,
9.11,2.52,0.75,
9.62,2.63,0.82,
11.31,3.51,2.90,
9.97,2.09,1.82,
8.91,1.21,0.77,
10.58,1.62,2.39,
11.38,1.59,2.55,
10.77,1.62,1.95,
9.74,1.32,1.26,
9.50,1.29,1.34,
10.36,2.42,2.32,
10.09,2.70,1.92,
9.47,2.13,0.90,
9.69,1.51,0.31,
11.14,2.12,1.78,
11.39,2.25,1.37,
9.83,2.38,0.43,
10.01,2.01,0.73,
10.56,2.74,1.81,
10.80,2.82,2.34,
10.45,1.95,1.93,
9.95,1.75,1.34,
9.57,1.31,1.12,
10.38,2.26,2.21,
9.65,2.45,1.76,
8.85,2.81,1.17,
9.93,3.15,2.24,
9.66,2.80,1.71,
8.58,2.13,0.27,
10.55,2.75,1.78,
11.28,2.92,1.47,
11.33,2.46,1.04,
9.70,1.24,-0.23,
9.34,1.44,-0.35,
9.59,2.16,0.32,
11.39,2.97,1.58,
11.11,2.65,0.79,
10.23,1.96,0.84,
8.87,0.59,0.67,
10.74,1.64,2.19,
10.84,2.72,2.14,
11.77,3.49,1.41,
10.74,5.28,-0.44,
9.05,3.93,2.13,
8.57,0.78,2.34,
8.87,2.55,4.39,
8.00,2.67,2.18,
8.29,2.52,2.16,
10.41,2.46,2.76,
9.77,0.88,0.80,
8.86,0.96,0.19,
9.97,1.03,1.33,
9.76,1.58,1.70,
8.50,1.79,0.11,
9.80,2.18,1.51,
10.89,2.30,1.44,
10.58,1.90,0.88,
9.66,0.85,0.50,
11.19,1.69,1.80,
10.70,2.29,2.26,
10.36,2.09,1.90,
9.79,1.90,1.23,
9.22,1.33,0.21,
10.94,1.73,1.49,
10.90,1.87,1.17,
9.82,1.43,0.14,
9.03,1.26,-0.50,
9.61,1.50,0.08,
10.97,2.12,1.49,
10.46,1.66,0.78,
10.08,1.35,0.04,
9.74,1.25,-0.31,
10.21,1.40,0.45,
10.94,1.67,0.94,
11.40,1.81,1.12,
10.60,1.40,0.83,
10.25,0.91,0.04,
9.47,0.90,-0.37,
10.12,1.33,0.40,
10.79,2.41,1.52,
11.37,1.95,1.69,
11.23,2.03,1.71,
9.70,0.86,0.18,
9.75,0.95,0.68,
10.91,1.10,1.67,
10.20,1.37,1.82,
9.89,1.18,0.60,
9.93,2.02,-0.23,
11.31,1.82,2.77,
11.65,0.44,2.32,
11.14,0.97,2.31,
10.00,0.18,1.46,
8.92,-0.59,0.28,
9.25,-0.71,0.93,
10.17,-1.13,1.21,
10.97,-0.36,1.33,
10.26,1.09,1.74,
10.52,0.95,1.61,
10.16,1.40,1.83,
9.04,0.41,0.18,
9.87,0.47,0.47,
11.72,1.80,2.37,
10.73,0.80,1.59,
9.89,0.22,0.88,
9.17,0.50,1.32,
10.53,1.48,3.19,
10.49,1.73,2.53,
9.97,0.89,1.52,
9.71,-0.27,0.07,
11.34,0.16,1.82,
11.82,0.69,1.95,
11.08,1.65,2.43,
9.71,0.59,0.88,
9.14,-0.56,0.03,
10.06,0.59,1.63,
11.14,1.16,2.09,
11.07,0.85,2.27,
10.33,0.79,2.65,
9.85,0.49,2.25,
10.02,0.20,2.28,
10.28,0.43,2.94,
10.57,0.60,2.86,
9.74,0.27,2.89,
9.31,0.17,1.62,
10.07,0.14,2.44,
10.54,0.73,2.97,
10.09,0.60,2.36,
9.98,-0.18,1.51,
9.57,0.61,2.07,
10.52,0.66,2.04,
10.71,0.63,2.23,
10.91,0.49,2.36,
10.51,-0.67,1.35,
10.29,0.82,2.16,
10.16,1.12,1.10,
9.79,0.90,1.06,
11.90,0.36,2.41,
12.87,2.18,1.32,
11.55,2.08,1.57,
9.73,0.90,0.18,
10.67,0.45,1.79,
11.41,1.52,1.20,
12.06,1.95,1.81,
12.19,0.69,0.72,
11.42,1.10,1.19,
10.80,0.75,0.05,
10.47,0.86,0.24,
10.70,0.07,-0.13,
10.85,0.81,-0.49,
8.83,0.39,-1.08,
10.81,0.88,0.02,
10.17,1.12,0.50,
11.04,1.42,-0.52,
10.03,2.15,0.91,
9.38,1.47,0.26,
9.58,1.89,0.01,
10.38,1.96,0.55,
10.29,2.38,0.01,
8.49,2.37,1.41,
