x,y,z,
19.60,-0.85,-12.90,
19.06,2.28,-6.80,
19.60,0.97,-8.42,
19.60,0.63,-12.62,
19.60,-3.74,-13.99,
19.60,-4.90,-3.37,
19.60,7.97,-2.35,
19.60,-0.12,-4.35,
18.38,4.86,-7.62,
14.82,1.48,-7.73,
12.65,-0.54,-7.24,
9.29,-4.08,-5.75,
4.43,-3.53,-1.93,
-1.85,-2.02,2.27,
-7.51,-1.12,7.35,
-6.43,1.46,8.08,
-1.73,0.58,0.38,
1.22,2.35,-2.92,
1.80,3.04,-3.11,
2.38,2.10,-3.26,
1.53,2.35,-2.12,
1.38,0.52,-2.55,
1.61,0.66,-2.84,
1.44,-1.11,-1.23,
2.22,-0.06,-2.56,
1.09,-0.80,-1.00,
0.15,-1.20,0.42,
1.06,-0.60,-1.19,
1.57,-0.70,-1.05,
4.39,1.04,0.03,
10.07,-1.91,-3.20,
15.16,0.65,-14.63,
18.83,5.58,-14.14,
19.60,0.70,-8.32,
19.60,-0.34,-13.70,
19.60,1.16,-19.60,
19.60,0.24,-11.67,
16.64,-1.17,-1.78,
19.37,-1.33,4.67,
19.60,-0.23,-3.72,
19.60,3.26,-13.21,
19.60,-3.90,-19.60,
19.60,13.31,-12.82,
11.29,-3.60,-3.42,
8.04,-1.29,-1.97,
6.23,-0.39,1.05,
7.04,0.53,3.41,
3.29,0.52,-0.11,
-0.55,-1.71,7.45,
-3.27,-1.54,6.00,
-3.57,-0.85,3.74,
-3.34,-0.13,2.48,
-2.23,1.21,0.85,
-0.45,2.10,-1.29,
0.60,3.37,-2.24,
1.25,4.02,-3.01,
1.51,3.91,-4.95,
2.47,0.17,-4.13,
2.77,-0.24,-3.35,
2.27,-1.21,-2.88,
0.12,-0.21,-0.26,
0.34,0.04,-0.71,
2.41,0.19,-2.25,
4.52,-1.98,-2.35,
8.76,-0.99,-2.14,
14.33,5.04,-12.68,
19.60,7.98,-16.92,
19.60,-3.83,-19.60,
19.60,5.86,-13.96,
14.29,-1.88,0.77,
10.94,-1.01,4.13,
14.17,0.49,0.48,
16.82,1.75,-5.66,
19.23,6.00,-3.88,
19.60,4.64,-10.58,
19.60,3.43,-19.60,
19.60,1.68,-6.13,
19.24,-2.48,-4.42,
19.43,0.51,-8.66,
14.08,-0.33,-3.94,
10.07,2.48,1.14,
6.01,1.53,3.17,
4.35,0.96,2.18,
2.97,-0.73,1.22,
0.92,-1.91,2.91,
0.48,-0.89,1.49,
-0.53,-0.09,0.68,
-2.52,0.47,2.43,
-3.07,-0.13,3.10,
-2.40,0.95,2.23,
-1.54,0.16,-0.24,
3.49,3.09,0.32,
2.41,2.98,-3.59,
2.78,1.22,-3.58,
3.70,1.89,-2.72,
3.83,0.52,-3.26,
4.24,0.13,-1.21,
6.50,-0.02,-0.45,
8.68,-0.91,-0.10,
11.49,2.71,-2.26,
15.93,5.08,-7.66,
17.07,4.82,-11.52,
19.60,-1.81,-19.60,
19.60,-9.94,-19.60,
11.43,6.03,-19.60,
13.99,6.77,-5.98,
19.60,-5.02,10.44,
19.60,5.47,16.68,
4.22,-0.81,-1.23,
-0.95,-4.40,12.60,
0.78,3.68,9.93,
4.87,-1.14,2.17,
6.60,2.64,2.30,
6.46,2.55,5.58,
9.50,0.25,1.35,
11.85,-0.37,-1.51,
10.02,0.38,0.54,
9.25,1.91,0.35,
11.66,-0.04,-2.89,
13.55,0.62,-6.99,
13.62,-0.84,-5.97,
11.57,-0.93,-3.66,
10.21,-1.49,-3.27,
9.82,-1.82,-2.85,
9.05,-0.14,-2.17,
8.17,0.84,-1.72,
8.66,1.73,-1.32,
8.64,1.25,-2.53,
9.02,1.60,-3.29,
10.16,1.26,-4.28,
11.09,1.19,-5.08,
11.54,1.20,-5.24,
11.16,0.24,-4.50,
11.47,-0.59,-4.23,
11.49,-0.04,-4.34,
10.00,0.01,-3.33,
9.63,-0.13,-3.00,
9.54,-0.24,-3.44,
8.87,-0.07,-2.31,
8.96,0.36,-1.20,
9.08,0.31,-2.30,
8.45,0.17,-2.15,
7.63,0.16,-2.22,
7.31,0.33,-2.83,
7.85,0.04,-2.94,
7.23,1.02,-3.01,
5.29,0.07,-1.76,
3.72,0.45,0.22,
3.43,-1.60,1.32,
4.41,-0.86,0.17,
6.96,-0.66,-0.96,
11.67,1.64,-2.20,
15.30,1.66,-15.74,
13.87,-4.63,-3.46,
10.64,0.64,4.41,
14.59,-4.12,6.59,
19.60,1.81,3.36,
19.60,-0.73,1.63,
19.60,-1.26,1.82,
19.60,-0.80,5.85,
18.52,1.09,3.15,
19.42,3.01,-2.52,
19.60,4.74,-8.78,
19.60,3.25,-15.27,
19.60,4.24,-13.80,
19.60,-11.03,-19.60,
14.15,11.63,-19.60,
3.18,-10.12,-4.60,
4.27,1.22,0.95,
5.65,-0.21,2.69,
-1.72,-9.27,4.69,
-7.06,-3.38,4.76,
-8.88,-3.00,7.71,
0.00,2.51,3.61,
2.50,8.03,-4.90,
2.93,0.48,-2.77,
3.11,4.32,-3.91,
2.61,-1.29,-4.23,
1.53,-0.58,-3.23,
1.16,-1.81,-2.26,
0.78,-0.49,-1.52,
-0.24,-1.26,-0.05,
0.51,0.78,1.67,
3.05,1.99,-1.26,
4.02,1.18,-2.62,
4.07,-0.11,1.94,
13.33,3.58,5.16,
19.60,4.20,-11.45,
19.60,-1.18,-8.12,
19.60,8.40,3.14,
19.60,-4.14,-19.60,
19.60,-1.27,-5.53,
19.60,16.98,-5.47,
14.64,-10.79,-0.05,
12.60,2.34,0.48,
8.64,-0.47,7.86,
10.78,-3.35,18.07,
4.50,-1.78,4.63,
5.43,1.22,4.22,
4.57,-0.68,2.19,
5.17,-0.63,-0.97,
4.66,0.77,-1.05,
6.04,-0.05,1.01,
6.44,-0.02,0.08,
8.83,1.75,1.74,
6.74,3.46,-7.59,
17.34,-0.78,-19.60,
10.68,-1.64,-13.76,
8.55,0.15,4.17,
9.56,3.10,-0.39,
11.89,-3.93,-5.65,
9.06,-0.01,-1.24,
6.77,1.73,2.31,
7.79,1.64,-0.25,
9.19,2.07,-1.27,
10.77,1.41,-1.29,
12.92,1.26,-3.63,
13.59,0.46,-5.17,
11.27,0.05,-2.79,
10.21,-0.06,-0.59,
10.96,-0.50,-1.39,
10.30,-0.40,-0.54,
9.38,-0.11,-0.41,
9.56,-0.07,-0.76,
9.75,0.52,-0.95,
10.34,0.18,-1.65,
11.11,0.71,-2.51,
11.44,0.64,-3.08,
11.44,0.67,-3.02,
10.85,0.29,-2.81,
10.28,0.11,-2.15,
9.83,-0.04,-1.56,
10.16,0.17,-2.09,
10.42,0.22,-2.43,
10.66,0.60,-2.57,
10.55,0.72,-2.81,
10.33,0.40,-2.43,
10.33,0.20,-2.39,
10.27,0.10,-2.25,
10.10,0.33,-2.13,
10.21,0.10,-2.34,
10.30,0.12,-2.39,
10.41,0.24,-2.64,
10.56,0.74,-2.02,
10.59,0.53,-2.11,
10.74,0.55,-2.42,
11.00,0.58,-2.25,
10.89,0.37,-1.96,
10.66,0.64,-1.65,
10.51,0.46,-1.31,
10.61,0.52,-1.03,
10.37,0.46,-0.95,
10.45,0.50,-0.78,
10.79,0.49,-1.35,
10.56,0.26,-1.32,
10.51,0.25,-1.21,
10.67,0.24,-1.30,
10.62,0.30,-1.29,
10.38,0.52,-1.03,
10.43,0.47,-1.78,
10.83,0.67,-1.73,
10.73,0.28,-2.16,
10.53,0.38,-2.34,
10.00,0.24,-1.84,
10.07,0.35,-1.88,
10.20,0.51,-2.16,
10.27,0.54,-1.94,
10.34,0.48,-2.34,
10.26,0.64,-2.41,
10.14,0.52,-2.49,
10.24,0.46,-2.58,
10.41,0.41,-2.23,
10.46,0.32,-2.39,
10.39,0.41,-2.60,
10.44,0.21,-2.65,
10.57,0.46,-2.41,
10.50,0.39,-2.01,
10.45,0.39,-1.96,
10.46,0.24,-1.93,
10.77,0.24,-1.72,
10.52,0.39,-1.96,
10.46,0.43,-2.01,
10.51,0.32,-2.11,
10.84,0.12,-1.95,
10.76,0.49,-1.63,
10.63,0.63,-1.12,
10.55,0.05,-1.66,
10.28,0.52,-1.50,
10.45,0.42,-1.51,
10.67,0.41,-2.17,
10.31,0.90,-2.13,
10.49,0.71,-2.22,
10.56,0.85,-2.54,
10.52,0.62,-2.77,
10.32,0.53,-2.92,
10.29,0.56,-2.84,
10.02,0.61,-2.68,
9.40,0.85,-2.22,
8.79,0.16,-1.83,
7.24,0.01,-2.13,
5.67,0.24,-1.17,
4.39,0.98,-0.16,
4.47,0.08,-0.19,
4.73,-0.11,-0.15,
4.84,0.03,0.64,
6.14,0.49,-0.39,
8.69,1.56,-3.40,
12.75,2.58,-10.15,
9.91,2.39,-5.34,
9.41,-1.13,1.15,
10.92,1.49,0.66,
11.80,-0.70,1.30,
13.39,1.58,0.76,
14.66,2.67,-0.16,
15.28,3.26,1.11,
16.68,2.41,0.72,
18.61,3.52,-1.46,
19.60,1.79,-2.89,
19.60,2.61,-3.93,
19.60,3.13,-1.12,
19.54,2.07,2.55,
19.21,0.49,1.62,
17.94,0.12,-3.18,
15.58,5.75,-6.82,
12.27,7.21,-9.89,
19.60,12.46,-18.75,
19.60,-6.37,-19.60,
6.82,4.86,-12.73,
-1.29,-6.87,7.11,
4.63,-1.75,2.08,
1.76,-6.33,-2.21,
-4.50,-3.26,4.24,
-6.44,0.83,5.76,
-4.19,1.65,2.73,
0.28,6.34,-1.54,
2.77,6.09,-4.77,
2.35,4.03,-6.20,
-0.20,3.44,-0.12,
-0.61,3.28,2.95,
-0.38,-2.02,-3.51,
3.29,2.15,-2.48,
2.70,-1.37,-1.45,
-0.53,-2.78,2.87,
-1.26,-2.21,4.12,
4.25,-3.24,-2.75,
7.81,-4.45,-0.35,
8.65,1.29,4.63,
19.60,-1.23,5.06,
13.44,-1.06,-5.40,
19.60,3.87,-3.65,
19.60,1.95,-19.60,
19.60,-12.08,-19.60,
12.30,0.91,0.57,
15.02,-5.14,2.09,
17.91,-0.91,-6.13,
15.96,-5.02,-5.85,
11.19,0.52,-0.10,
9.51,-1.65,2.72,
11.78,-1.41,1.77,
10.04,-3.57,-0.80,
7.76,-4.22,2.06,
5.15,-3.20,0.57,
4.26,-0.69,1.69,
5.10,-0.11,2.63,
6.48,0.45,1.65,
7.37,0.95,-0.39,
7.75,1.96,-2.02,
8.60,1.21,-2.73,
9.69,1.14,-2.84,
13.89,1.17,-4.13,
14.37,-0.62,-12.65,
9.81,-2.14,-5.10,
7.82,0.47,-1.97,
10.08,-1.34,-3.74,
10.08,0.09,-3.04,
9.43,-0.00,-1.52,
10.32,0.81,-3.64,
10.97,0.37,-4.99,
10.19,0.10,-3.39,
10.28,-0.66,-2.65,
10.47,0.06,-1.78,
10.33,0.61,-0.74,
11.32,0.79,-0.95,
11.16,0.39,-1.07,
10.57,0.00,-2.04,
10.61,-0.10,-3.26,
9.68,-0.70,-2.87,
9.52,-1.05,-3.24,
9.35,-1.28,-3.19,
8.68,-0.55,-2.72,
8.87,-0.11,-2.75,
8.39,-0.39,-2.96,
7.54,-0.67,-1.77,
6.06,-0.70,-1.00,
5.47,-1.76,0.77,
5.91,0.96,0.71,
7.33,-1.08,-0.20,
6.31,-0.81,1.43,
6.99,-1.21,1.56,
12.09,0.11,-6.78,
11.44,-2.82,-6.32,
9.56,-0.06,-1.72,
12.42,-2.79,-4.95,
13.68,-1.28,-1.89,
14.66,-1.62,1.65,
17.94,-0.72,2.27,
19.60,-4.29,1.78,
19.60,1.73,2.19,
19.60,-1.18,5.69,
19.60,-5.12,2.96,
19.40,-2.51,-0.68,
15.13,-0.20,-3.23,
19.60,-3.72,-19.60,
17.40,-19.60,-19.60,
7.52,12.02,-12.53,
-1.15,-3.96,-3.83,
-3.85,0.68,6.31,
4.63,6.08,4.09,
3.57,-8.39,-4.03,
-7.28,-6.93,10.77,
-7.56,3.12,13.19,
1.01,-2.20,-0.64,
2.51,0.39,-4.30,
-1.81,1.18,1.99,
-0.00,0.80,0.23,
3.12,-0.08,-4.99,
3.12,1.33,-2.99,
1.53,1.66,-1.29,
2.64,-4.87,-4.41,
3.41,1.79,-2.99,
1.99,-0.79,0.92,
3.13,1.69,1.45,
5.25,0.03,0.81,
11.47,1.52,-1.16,
18.04,-5.80,-6.60,
18.44,-10.60,-4.80,
11.45,5.64,-3.32,
14.61,4.00,-0.35,
19.60,-5.57,-12.88,
19.60,11.91,-19.60,
16.23,0.28,-8.09,
19.02,1.90,-14.78,
19.39,-2.99,-17.86,
12.64,-1.44,-6.22,
8.09,-3.22,0.59,
6.82,-5.24,2.12,
6.08,-3.05,1.57,
5.04,-0.57,2.28,
4.48,1.42,2.35,
4.88,0.95,0.81,
5.23,1.62,0.94,
5.76,1.97,0.92,
7.24,0.88,-0.49,
10.40,0.93,-1.63,
15.13,0.75,-3.74,
16.18,3.08,-8.05,
14.30,0.74,-6.51,
11.81,-0.40,-1.57,
10.27,-1.60,-0.84,
9.77,-1.74,-0.96,
9.51,-0.50,0.35,
9.70,0.85,0.83,
10.93,-0.03,-0.17,
11.04,0.70,-1.35,
12.59,0.51,-3.02,
13.46,-1.66,-3.59,
12.25,-0.42,-2.46,
11.51,-0.55,-1.81,
11.31,-1.23,-1.47,
10.44,-0.98,-2.39,
9.45,-0.33,-1.98,
9.61,0.15,-3.17,
10.02,-2.06,-3.06,
9.22,0.94,-1.68,
6.60,0.03,-0.04,
6.35,-1.25,0.83,
7.95,-0.29,-1.60,
8.83,0.68,-2.85,
9.27,1.47,-3.61,
9.94,1.34,-4.22,
10.15,0.36,-4.23,
9.77,1.85,-4.34,
9.21,0.48,-4.42,
7.64,1.30,-3.15,
7.19,0.79,-2.23,
6.95,-0.51,-2.36,
6.05,-1.33,-1.39,
4.73,-1.56,-0.40,
2.97,-1.47,2.16,
4.17,-1.22,3.29,
6.23,1.31,-0.13,
8.25,0.53,-0.68,
11.06,-0.06,-0.98,
13.77,1.03,-2.02,
16.77,0.09,-3.54,
19.60,-2.43,-1.46,
19.60,1.96,-8.14,
19.60,-0.15,-0.55,
19.60,-0.84,-2.17,
19.60,-4.52,-2.56,
15.44,-0.44,5.23,
14.07,-1.50,7.41,
18.01,-1.22,-2.48,
19.25,-0.10,-8.99,
18.30,4.43,-7.68,
13.48,1.89,-9.12,
13.25,1.32,-12.36,
14.11,-2.16,-13.97,
10.22,-2.36,-11.73,
2.58,-2.62,-3.01,
-4.03,-0.18,4.20,
-5.90,1.07,5.45,
-4.57,2.70,3.74,
-1.39,2.96,1.01,
0.78,3.58,-1.95,
1.84,3.66,-2.28,
0.22,4.03,-0.92,
0.23,2.09,-0.80,
0.80,1.83,-1.28,
0.71,0.43,-0.39,
2.33,0.06,-0.53,
6.24,-0.09,-2.08,
10.83,-3.76,-3.09,
10.11,-7.94,-4.63,
10.02,-8.02,3.37,
15.54,-11.02,-2.46,
19.60,0.28,-9.27,
19.03,-5.06,-7.55,
19.60,-3.38,-7.21,
19.60,2.15,-12.21,
17.43,-0.59,-7.97,
14.90,0.11,-6.26,
14.36,-2.51,-6.88,
11.20,-4.21,-4.18,
7.76,-3.86,1.83,
5.66,-4.44,3.39,
5.62,-3.69,3.28,
5.09,-2.38,3.84,
4.70,-1.51,5.08,
6.27,-1.84,3.05,
7.33,1.69,2.21,
8.31,-0.99,2.24,
9.56,4.34,-1.05,
9.97,2.45,-2.14,
12.69,1.54,-2.30,
13.13,1.18,-4.31,
12.89,-0.63,-4.34,
12.08,-1.02,-3.53,
12.27,-1.62,-3.57,
11.07,-1.53,-2.67,
9.66,-1.14,-1.08,
9.40,-0.30,-1.01,
9.67,-0.51,-1.47,
9.98,0.19,-2.03,
10.11,-0.36,-3.09,
10.67,-0.08,-3.22,
10.64,-0.51,-3.16,
10.55,-0.01,-3.65,
10.33,-0.15,-4.06,
10.58,-0.25,-4.26,
10.33,-0.67,-4.09,
10.65,-0.83,-3.28,
10.64,-0.82,-2.59,
10.27,-0.46,-2.59,
9.82,-0.32,-2.52,
9.72,-0.10,-2.90,
9.49,-0.11,-2.75,
8.83,-0.01,-2.81,
8.20,-0.33,-2.47,
7.96,-0.33,-1.93,
7.52,-0.44,-1.77,
6.61,-0.70,-1.56,
6.13,-0.92,-0.38,
5.31,-0.94,0.03,
4.69,-1.16,1.23,
4.90,-0.74,0.45,
7.45,-1.30,-1.98,
9.81,0.78,-2.87,
12.02,-1.62,-2.00,
15.33,-1.76,-3.65,
17.55,-1.19,-3.34,
19.60,-2.15,-2.99,
19.60,-1.46,-3.44,
16.75,-0.89,2.15,
16.91,-1.40,2.90,
19.23,-1.14,0.01,
17.53,-0.27,1.13,
17.86,-2.21,0.84,
19.37,-0.94,-3.04,
19.15,-1.97,-5.11,
17.81,-1.48,-6.42,
16.43,-1.72,-9.00,
12.11,-0.86,-13.51,
15.11,-2.26,-13.19,
10.29,-1.56,-11.52,
2.37,-1.62,-0.86,
-2.78,-2.15,4.76,
-5.71,-4.62,5.75,
-7.77,-1.64,7.53,
-4.24,-0.49,5.08,
3.00,0.62,0.01,
1.79,1.18,-5.04,
2.30,1.63,-1.72,
2.70,1.23,-2.03,
2.41,0.26,-2.90,
1.35,0.75,-1.03,
1.45,1.08,-0.51,
3.24,1.24,-1.70,
4.79,1.83,-2.62,
7.35,0.75,-1.58,
11.44,-1.38,-2.13,
15.91,-3.24,-1.72,
15.94,-5.99,-2.37,
16.89,6.66,-1.13,
19.18,-0.02,-7.76,
19.60,5.14,-14.14,
19.60,-0.26,-2.49,
19.60,3.61,-19.60,
8.75,-3.92,-3.87,
8.77,-1.19,8.03,
13.12,0.15,-6.93,
4.50,-12.01,1.24,
-3.60,1.06,15.86,
-0.90,-5.94,7.99,
5.92,-1.75,-1.16,
6.11,-1.96,-1.35,
5.74,1.52,0.08,
6.17,1.79,-0.34,
7.47,-1.34,0.84,
10.71,-2.12,-2.72,
10.50,4.72,-5.67,
12.00,0.72,-3.62,
14.97,1.27,-7.26,
16.10,-0.84,-9.36,
12.53,-1.16,-4.61,
9.54,-0.17,-0.22,
9.03,-0.24,0.32,
9.31,0.00,-0.38,
8.61,0.64,-0.63,
9.32,1.46,-1.56,
10.22,1.48,-2.08,
10.59,0.98,-2.17,
10.52,0.38,-1.90,
10.31,0.01,-2.02,
10.73,0.30,-1.85,
10.83,-0.41,-1.92,
10.66,0.13,-3.21,
10.53,-0.20,-3.87,
9.95,0.26,-3.90,
9.84,0.25,-2.68,
9.01,-0.07,-2.61,
8.03,-0.19,-2.10,
7.07,-0.02,-1.57,
6.84,0.13,-1.65,
6.33,-0.07,-1.89,
5.01,-0.42,-1.01,
4.24,0.33,-0.21,
4.33,-0.20,0.03,
4.78,-0.94,1.11,
6.85,-1.85,-0.58,
9.48,-1.85,-1.23,
12.80,-1.10,-0.93,
16.49,0.64,-3.69,
19.60,1.70,-3.29,
19.60,0.82,-4.28,
19.60,-1.92,-1.56,
19.60,-1.68,6.37,
18.60,-1.89,9.70,
19.60,-1.51,5.47,
19.60,0.00,-0.53,
19.60,1.18,-5.89,
18.85,1.53,-8.64,
13.23,2.02,-6.97,
11.46,3.46,-7.48,
15.65,-0.56,-19.60,
13.80,4.23,-15.81,
4.71,4.01,-4.91,
-0.66,2.31,0.23,
-3.45,2.33,2.48,
-6.58,0.40,5.01,
-7.11,1.40,6.11,
-2.58,1.86,0.99,
0.58,2.36,-2.96,
1.04,2.40,-2.66,
1.86,1.73,-2.74,
1.59,0.61,-3.51,
0.99,-0.13,-1.43,
0.83,-0.79,-0.86,
1.08,-0.87,-1.29,
1.46,-1.13,-0.92,
3.62,-1.33,-2.22,
4.71,-1.20,-3.59,
3.96,-3.18,-0.26,
4.49,-4.39,3.40,
10.31,-0.81,0.76,
14.47,-5.06,-0.92,
19.60,-5.10,0.94,
19.60,-2.91,-5.24,
19.60,-13.34,-6.10,
19.60,9.45,-13.12,
19.60,-9.09,-19.60,
18.40,-2.05,-19.60,
12.89,-4.02,2.76,
12.05,1.94,1.65,
11.67,-8.08,-1.90,
9.28,-3.06,0.21,
6.20,-0.57,2.97,
5.72,-1.95,2.95,
6.76,-1.53,-0.22,
5.98,-1.21,0.59,
5.36,-0.11,0.75,
5.38,-0.40,-0.44,
5.52,-1.25,0.97,
6.56,-1.11,1.59,
8.81,-1.70,1.32,
10.38,-0.88,-1.17,
10.53,2.12,-2.94,
12.31,0.50,-4.46,
13.68,2.20,-5.90,
12.51,-0.09,-4.37,
10.82,-0.28,-2.57,
10.27,-1.09,-1.80,
9.53,-0.61,-0.92,
9.67,-0.66,-0.23,
9.93,-0.82,-0.79,
10.30,-0.72,-1.33,
10.40,0.13,-1.89,
10.16,0.10,-1.44,
10.24,0.08,-1.30,
10.11,-0.07,-1.22,
10.05,0.43,-1.55,
10.23,-0.02,-2.11,
10.71,0.36,-2.98,
10.41,0.32,-4.15,
9.81,0.13,-4.01,
9.07,0.05,-3.46,
8.62,0.01,-3.66,
8.35,-0.07,-3.59,
6.64,-0.41,-3.33,
5.53,-0.03,-2.64,
4.40,0.25,-2.06,
5.81,-1.00,-2.05,
5.69,-0.13,-1.58,
4.71,-0.77,0.18,
5.67,-0.08,-0.22,
7.79,0.45,-1.15,
13.26,1.62,1.40,
17.01,-0.16,-1.40,
19.60,2.04,-1.61,
19.60,0.28,1.14,
14.69,-0.55,5.43,
14.92,3.14,8.93,
19.05,2.74,2.51,
19.60,-0.92,-2.09,
19.60,-4.98,-5.08,
15.96,0.46,-2.01,
14.35,0.27,-2.61,
17.33,-0.10,-7.10,
18.55,1.33,-15.16,
17.37,-1.23,-18.49,
17.13,0.24,-17.67,
14.38,-1.86,-16.68,
8.07,-2.50,-10.55,
1.14,-2.53,-3.57,
-4.66,-2.12,2.14,
-9.35,-4.50,7.61,
-9.79,-0.61,8.12,
-5.10,0.56,3.66,
-1.45,1.49,0.33,
0.28,0.85,-1.44,
1.48,1.88,-2.59,
1.88,1.16,-2.31,
3.29,0.75,-1.74,
4.24,0.98,-2.12,
4.69,0.21,-1.79,
5.50,0.51,-1.78,
7.17,1.10,-0.91,
9.98,1.22,-2.14,
12.15,-0.07,-3.18,
13.55,1.89,-1.17,
17.27,-0.66,1.28,
19.60,-0.04,1.82,
16.31,-0.35,4.08,
19.60,-3.92,1.53,
19.60,6.22,-12.57,
19.60,-4.34,-12.62,
18.87,6.72,-9.61,
16.53,1.15,-12.44,
11.20,-0.28,-4.71,
6.77,-3.47,0.21,
5.36,-2.22,0.87,
7.14,-1.76,-1.47,
6.40,-0.92,-1.36,
4.17,-1.40,0.68,
3.27,-1.26,1.50,
3.40,-0.51,0.65,
5.22,-1.12,-0.47,
6.60,0.60,-2.25,
9.02,-0.71,-1.86,
11.23,-0.49,-2.74,
16.06,0.27,-3.73,
15.46,0.67,-7.37,
14.50,1.32,-7.11,
13.49,-0.04,-5.36,
10.20,-0.33,-2.52,
8.40,-0.87,0.03,
7.73,-1.50,0.05,
8.01,-1.65,0.46,
7.82,-0.03,0.49,
9.33,-0.26,-1.18,
10.60,0.64,-3.49,
11.02,0.88,-4.34,
11.25,1.29,-4.17,
10.99,0.16,-4.19,
10.68,0.19,-4.12,
10.34,0.13,-3.85,
10.10,0.07,-3.37,
10.10,0.04,-3.51,
9.71,0.14,-3.09,
8.57,-0.11,-2.14,
7.06,-0.41,-0.64,
5.57,0.09,0.56,
5.15,-0.07,0.90,
4.37,0.65,-0.02,
4.52,0.52,-0.46,
5.96,0.91,-1.20,
7.28,0.58,-1.32,
10.21,1.05,-1.96,
14.84,1.56,-2.64,
19.03,0.97,-4.34,
19.60,0.12,-4.62,
19.60,1.28,-4.66,
19.60,-0.47,1.44,
19.49,-3.81,3.06,
17.63,-6.66,7.47,
17.16,3.75,3.12,
19.23,3.42,-2.87,
19.30,5.44,-6.32,
16.62,3.27,-8.71,
11.34,-1.05,-5.39,
4.51,5.93,-3.37,
-1.75,4.22,-2.83,
-2.48,3.52,-6.46,
1.61,-1.30,-13.23,
0.24,-2.87,-13.30,
-4.98,-0.51,-1.98,
0.34,3.24,-7.59,
4.13,2.13,-10.47,
0.48,2.96,-3.64,
-1.46,2.32,-0.23,
-1.05,2.85,-1.27,
-0.67,-0.21,1.12,
0.96,-3.00,2.57,
4.30,-3.88,1.44,
4.33,-3.47,4.73,
4.23,-5.06,7.03,
8.63,-5.70,5.62,
18.60,-5.91,5.12,
19.60,-2.15,3.29,
19.60,-7.32,2.18,
19.60,0.15,-0.49,
19.60,1.43,-7.50,
19.60,0.49,-2.19,
19.60,-1.23,3.37,
19.60,-3.62,0.73,
19.60,-2.96,-6.97,
19.60,-1.31,-7.65,
19.60,2.86,-16.73,
-1.71,-0.06,-14.94,
-3.31,-5.95,19.60,
1.21,10.39,0.34,
0.84,-11.35,1.00,
-4.65,-2.50,12.71,
-7.63,-0.17,10.42,
-2.01,1.97,2.16,
-2.89,1.23,3.46,
-2.67,2.02,3.54,
1.38,0.18,-1.63,
3.92,0.75,-5.98,
5.14,1.67,-5.83,
5.56,2.27,-4.90,
7.22,2.05,-4.44,
8.67,-0.61,-3.33,
13.18,-1.47,-3.11,
18.36,3.96,-5.33,
15.17,2.63,-3.79,
1.66,-1.30,2.07,
0.98,-5.38,15.08,
11.80,3.12,-2.75,
19.60,5.70,-14.81,
19.60,3.43,-15.40,
19.60,3.99,-16.42,
19.60,-6.47,-11.21,
16.91,-7.29,-8.04,
9.65,-4.41,-2.24,
8.35,-0.20,1.36,
9.62,-0.64,-2.83,
6.41,0.31,1.00,
3.88,-0.92,5.72,
4.99,-0.48,2.20,
7.15,-0.15,0.89,
5.89,1.40,2.87,
6.41,1.74,3.85,
8.23,0.12,2.74,
10.21,-0.87,1.35,
10.87,-1.56,0.45,
11.02,-1.22,-0.00,
11.81,0.21,-1.29,
12.81,-0.61,-2.78,
12.90,-0.49,-3.61,
10.90,0.17,-1.24,
10.08,0.03,-1.34,
9.47,0.01,-1.62,
8.65,-0.31,-0.61,
9.39,0.31,-0.62,
10.91,1.53,-2.50,
11.75,1.61,-3.72,
12.60,1.53,-4.13,
12.06,0.37,-3.68,
10.78,0.79,-2.46,
9.83,0.45,-1.16,
9.40,0.39,-0.98,
9.20,0.60,-0.42,
9.87,0.54,-0.30,
10.95,1.00,-1.40,
11.55,0.80,-1.69,
11.17,0.74,-1.56,
10.87,0.40,-0.48,
9.95,0.80,-0.00,
9.49,0.99,0.06,
9.08,1.30,-0.79,
8.87,0.83,-0.95,
8.43,0.56,-0.62,
7.62,0.34,-0.14,
6.95,0.80,-0.09,
6.26,0.05,-0.78,
6.98,-0.10,-0.80,
7.87,0.10,-0.50,
10.25,-1.85,0.33,
14.85,-6.42,-1.48,
14.98,-4.29,0.14,
10.04,-0.74,7.05,
10.47,1.45,10.57,
18.87,4.10,0.75,
19.60,11.42,-5.82,
19.60,9.26,-5.92,
19.60,10.48,-9.39,
19.60,4.49,-13.26,
19.60,-3.40,-19.60,
17.40,0.20,-7.93,
9.84,2.60,-1.61,
5.47,-1.16,2.42,
2.06,0.45,3.03,
-0.45,2.64,4.80,
-2.44,3.80,4.56,
-2.51,4.61,2.38,
-1.77,3.85,-0.94,
2.70,9.17,1.68,
-0.88,4.26,-3.49,
-0.26,2.05,-3.83,
-3.89,3.33,-1.14,
-5.64,1.57,3.60,
-0.34,-3.64,3.91,
9.51,-0.32,-2.71,
7.64,-5.57,-1.91,
10.66,-7.70,2.17,
17.03,-7.75,3.21,
19.60,0.68,1.17,
19.60,-9.51,1.41,
19.60,-11.60,2.63,
19.60,2.43,-18.18,
19.60,-4.68,-5.70,
16.62,4.84,-3.70,
10.10,-2.18,-0.04,
1.27,-1.24,10.84,
-0.30,1.61,11.24,
2.70,-2.74,1.62,
5.12,4.55,-0.32,
4.16,1.45,2.73,
5.61,1.19,0.27,
