x,y,z,
-1.85,0.46,7.81,
-1.94,-0.72,7.57,
-2.41,0.53,6.38,
-5.30,-1.06,8.41,
-5.28,-0.07,7.84,
-4.12,-0.11,8.14,
-3.24,0.00,7.56,
-2.76,0.07,8.00,
-3.01,0.19,7.98,
-3.51,0.22,8.32,
-3.98,-0.14,7.64,
-4.06,-0.41,7.53,
-3.68,-0.33,7.89,
-2.79,0.27,7.70,
-3.51,0.17,8.44,
-3.76,0.38,8.09,
-3.49,-0.17,7.72,
-3.16,-0.15,7.43,
-3.17,0.19,7.80,
-3.88,0.33,8.80,
-3.35,0.28,7.89,
-2.30,0.22,7.76,
-3.03,0.61,8.16,
-3.82,0.06,8.31,
-3.50,-0.04,7.76,
-2.70,0.26,7.62,
-2.95,0.37,8.01,
-3.88,0.31,8.25,
-3.78,0.07,7.95,
-2.98,0.15,7.72,
-3.17,0.43,7.96,
-3.75,0.23,8.23,
-3.45,0.15,7.69,
-3.36,0.10,7.88,
-3.37,0.25,8.00,
-3.29,0.33,8.02,
-3.71,0.29,8.13,
-3.52,0.11,7.78,
-3.10,0.17,7.77,
-3.49,0.31,8.13,
-3.85,0.10,7.85,
-3.59,-0.16,7.68,
-3.18,0.35,7.63,
-3.43,0.49,8.48,
-2.90,0.70,8.19,
-3.14,0.10,7.63,
-4.05,0.12,7.79,
-3.62,-0.12,7.94,
-2.89,0.91,8.08,
-3.41,0.36,8.34,
-3.42,0.02,7.47,
-3.57,0.04,7.84,
-3.46,0.40,8.05,
-3.36,0.27,8.01,
-3.11,0.28,7.76,
-3.50,0.39,8.16,
-3.56,0.23,7.88,
-3.35,0.08,7.88,
-3.09,0.52,7.96,
-3.57,0.40,8.21,
-3.67,0.13,7.82,
-2.98,0.34,7.83,
-2.83,0.72,8.27,
-3.43,0.39,8.21,
-3.63,0.34,7.77,
-3.75,0.01,7.87,
-2.82,0.22,7.87,
-2.74,0.90,8.43,
-3.39,0.36,7.97,
-3.70,0.08,7.72,
-3.32,0.40,8.12,
-3.14,0.47,8.09,
-3.01,0.36,7.84,
-3.65,0.29,7.76,
-3.98,0.07,7.88,
-3.09,0.26,7.69,
-2.86,1.51,9.41,
-2.91,-0.32,7.06,
-3.67,0.35,8.32,
-3.21,0.38,7.80,
-3.21,0.32,7.72,
-3.95,0.31,8.22,
-3.43,0.35,7.97,
-2.68,0.90,8.43,
-2.96,-0.03,7.48,
-3.66,0.36,8.32,
-3.52,0.20,7.72,
-3.35,0.36,8.05,
-3.14,0.40,8.11,
-3.00,0.33,7.91,
-3.28,0.37,8.03,
-3.34,0.34,7.98,
-2.94,0.34,7.82,
-3.36,0.24,7.94,
-3.63,0.30,8.19,
-3.43,0.27,7.83,
-3.16,0.33,7.96,
-2.94,0.28,7.80,
-3.34,0.33,8.03,
-3.74,0.36,8.15,
-3.41,0.32,8.15,
-2.88,0.28,7.82,
-3.17,0.34,7.77,
-3.59,0.38,8.05,
-3.54,0.39,8.11,
-3.11,0.35,7.97,
-2.97,0.28,7.81,
-3.34,0.31,7.98,
-3.49,0.36,8.08,
-3.19,0.40,7.93,
-3.20,0.35,7.97,
-3.51,0.24,8.05,
-3.28,0.30,7.99,
-3.02,0.33,7.73,
-3.30,0.37,8.04,
-3.27,0.33,8.10,
-3.13,0.34,7.94,
-3.42,0.32,7.95,
-3.33,0.31,8.26,
-2.80,0.36,7.61,
-3.35,0.34,8.14,
-3.58,0.32,8.16,
-3.23,0.35,7.91,
-3.03,0.30,7.85,
-3.21,0.38,8.01,
-3.32,0.25,8.11,
-3.40,0.32,8.04,
-3.44,0.32,8.04,
-3.00,0.36,8.02,
-2.79,0.34,7.82,
-3.36,0.37,8.23,
-3.45,0.27,8.10,
-3.48,0.27,7.99,
-3.24,0.27,7.96,
-2.99,0.35,7.89,
-3.18,0.32,8.11,
-3.28,0.34,8.04,
-3.00,0.41,8.03,
-2.87,0.30,7.77,
-3.66,0.38,8.06,
-3.68,0.35,8.24,
-3.08,0.32,7.97,
-2.82,0.22,7.89,
-3.18,0.38,7.88,
-3.37,0.39,8.15,
-3.06,0.30,7.98,
-3.01,0.39,7.93,
-3.29,0.22,8.05,
-3.41,0.40,7.96,
-3.26,0.30,7.90,
-3.01,0.41,8.13,
-2.78,0.31,7.92,
-3.20,0.28,7.96,
-3.75,0.23,8.11,
-3.50,0.30,8.10,
-2.81,0.36,7.89,
-2.81,0.39,8.01,
-3.42,0.28,8.16,
-3.42,0.27,8.00,
-2.97,0.30,7.96,
-3.19,0.36,7.91,
-3.37,0.29,8.30,
-2.94,0.28,7.74,
-3.16,0.34,7.93,
-3.46,0.32,8.10,
-3.21,0.34,8.05,
-3.03,0.26,7.94,
-3.06,0.32,8.18,
-3.08,0.28,7.93,
-3.35,0.36,8.00,
-3.35,0.36,8.06,
-3.10,0.36,8.02,
-3.17,0.24,7.99,
-3.13,0.39,7.91,
-3.29,0.29,8.03,
-3.28,0.33,8.11,
-3.49,0.28,8.21,
-3.27,0.33,7.95,
-3.17,0.24,8.07,
-2.93,0.39,8.00,
-3.03,0.30,7.94,
-3.12,0.34,8.11,
-3.19,0.21,7.99,
-3.34,0.40,7.98,
-3.38,0.29,8.07,
-3.20,0.36,7.95,
-3.21,0.34,8.05,
-3.24,0.27,8.16,
-3.02,0.28,7.90,
-3.02,0.35,7.97,
-3.29,0.41,8.04,
-3.48,0.29,8.06,
-3.28,0.31,8.05,
-3.07,0.28,8.03,
-3.01,0.37,7.85,
-3.23,0.31,8.11,
-3.21,0.33,8.07,
-3.08,0.30,7.99,
-3.46,0.27,8.16,
-3.43,0.20,8.17,
-2.79,0.41,7.86,
-2.90,0.31,7.90,
-3.49,0.31,8.16,
-3.43,0.29,8.01,
-3.34,0.26,8.07,
-3.15,0.37,7.97,
-3.08,0.29,8.04,
-3.09,0.33,7.91,
-3.35,0.33,7.93,
-3.47,0.24,8.04,
-3.20,0.40,8.05,
-3.17,0.34,8.08,
-3.18,0.31,7.97,
-3.19,0.25,8.09,
-3.19,0.28,7.87,
-3.22,0.39,7.89,
-3.24,0.39,8.08,
-3.35,0.31,7.99,
-3.19,0.29,7.99,
-2.98,0.33,7.89,
-3.19,0.33,7.97,
-3.37,0.34,8.24,
-3.09,0.32,7.86,
-3.18,0.32,7.94,
-3.42,0.28,8.06,
-3.24,0.35,8.05,
-3.14,0.35,8.01,
-3.05,0.33,8.05,
-3.10,0.32,7.92,
-3.28,0.26,8.00,
-3.21,0.27,7.99,
-3.24,0.37,7.94,
-3.37,0.24,8.12,
-3.18,0.27,7.88,
-3.18,0.40,8.06,
-3.28,0.37,8.01,
-3.28,0.38,8.12,
-3.17,0.23,7.93,
-3.10,0.26,7.87,
-3.12,0.32,7.90,
-3.42,0.34,7.99,
-3.49,0.27,8.14,
-3.15,0.32,7.96,
-2.93,0.27,8.07,
-2.85,0.30,7.82,
-3.25,0.33,8.03,
-3.46,0.36,8.17,
-3.33,0.30,8.13,
-3.05,0.29,8.03,
-2.73,0.38,7.83,
-2.92,0.37,7.97,
-3.24,0.33,8.09,
-3.61,0.36,8.04,
-3.65,0.23,8.11,
-3.36,0.39,7.90,
-3.07,0.39,8.11,
-3.25,0.28,7.74,
-3.79,0.36,8.10,
-3.51,0.27,8.28,
-2.64,0.53,7.88,
-3.19,0.63,8.12,
-3.92,0.33,8.20,
-3.31,-0.11,7.73,
-2.81,0.03,7.49,
-3.47,0.33,7.88,
-3.62,0.34,8.45,
-2.71,0.56,8.03,
-3.07,0.36,8.18,
-3.38,0.44,7.89,
-3.37,-0.16,7.84,
-3.23,0.97,8.45,
-2.98,-0.11,7.59,
-3.36,0.57,8.34,
-3.36,0.20,8.20,
-2.90,0.48,8.00,
-2.75,0.33,7.78,
-3.40,0.35,8.15,
-3.56,0.40,8.23,
-3.41,0.58,8.07,
-2.70,0.49,8.08,
-2.60,0.56,8.42,
-2.47,0.41,8.04,
-3.08,0.37,8.01,
-3.82,0.04,7.99,
-3.43,-0.05,7.73,
-2.79,0.05,7.53,
-3.38,0.61,8.64,
-3.58,0.51,8.51,
-2.58,-0.04,7.54,
-2.42,0.27,7.64,
-3.52,0.22,8.26,
-3.74,0.41,8.35,
-3.12,0.20,8.04,
-2.88,0.09,7.62,
-3.27,0.18,7.93,
-3.28,0.30,8.05,
-3.35,0.43,8.10,
-3.60,0.23,8.25,
-3.30,0.12,7.75,
-3.05,0.17,7.70,
-3.40,0.12,8.03,
-3.26,0.30,8.08,
-3.20,0.57,8.16,
-3.45,0.36,8.23,
-3.70,0.08,7.82,
-3.53,0.02,7.65,
-3.15,0.02,7.83,
-2.67,0.50,7.84,
-3.31,0.42,8.34,
-3.79,0.24,8.11,
-3.70,0.05,7.86,
-3.48,-0.09,7.58,
-3.14,0.07,7.79,
-3.23,0.39,8.15,
-3.79,0.51,8.44,
-3.81,-0.05,7.82,
-3.24,-0.07,7.49,
-3.08,0.28,7.81,
-3.54,0.33,8.40,
-3.36,0.14,7.82,
-3.57,0.12,7.85,
-3.60,0.05,7.80,
-3.20,-0.03,7.81,
-3.38,0.49,8.23,
-3.52,0.19,8.08,
-3.37,0.10,8.02,
-3.19,0.17,7.73,
-3.53,0.07,8.03,
-3.51,0.32,7.91,
-3.37,-0.07,7.75,
-3.02,0.31,7.75,
-3.42,0.34,8.29,
-3.76,0.16,8.19,
-3.38,0.09,7.71,
-3.35,0.04,7.69,
-3.26,0.22,7.83,
-3.18,0.19,7.92,
-3.64,0.33,8.16,
-3.78,0.17,8.05,
-3.39,0.10,7.64,
-3.27,0.08,7.74,
-2.96,0.27,8.00,
-3.37,0.78,8.50,
-3.57,0.50,8.41,
-3.42,-0.15,7.46,
-3.23,0.02,7.49,
-3.28,0.37,8.16,
-3.34,0.49,8.22,
-3.68,0.18,7.95,
-3.67,0.09,7.78,
-3.34,0.29,7.84,
-3.25,0.40,8.07,
-3.21,0.33,7.88,
-3.57,0.17,7.96,
-3.59,0.12,7.92,
-3.29,0.37,7.89,
-3.41,0.31,7.93,
-3.59,0.06,7.97,
-3.13,0.18,7.75,
-3.03,0.21,7.87,
-3.56,0.64,8.35,
-3.69,0.21,8.10,
-3.06,0.22,7.62,
-3.34,0.13,7.59,
-3.65,0.30,8.17,
-3.27,0.29,7.95,
-3.22,0.39,8.02,
-3.64,0.26,7.89,
-3.51,0.01,7.63,
-3.37,0.10,7.74,
-3.22,0.44,7.98,
-3.12,0.64,8.24,
-3.46,0.41,8.25,
-3.61,-0.06,7.51,
-3.50,-0.13,7.36,
-3.42,0.30,8.08,
-2.84,0.63,8.20,
-3.21,0.74,8.60,
-3.36,0.08,7.74,
-3.46,-0.12,7.35,
-3.43,0.45,8.15,
-3.15,0.51,8.16,
-3.34,0.42,8.12,
-3.51,0.17,7.81,
-3.35,0.26,7.77,
-3.42,0.49,8.16,
-3.33,0.37,8.02,
-3.30,0.43,7.78,
-3.62,0.30,8.00,
-3.60,0.12,7.84,
-3.10,0.35,7.74,
-3.29,0.35,8.08,
-3.56,0.24,8.09,
-3.21,0.34,7.72,
-3.37,0.30,7.95,
-3.56,0.28,8.03,
-3.44,0.26,7.94,
-3.33,0.25,7.83,
-3.28,0.28,7.89,
-3.22,0.30,7.92,
-3.37,0.33,8.10,
-3.43,0.32,8.00,
-3.29,0.22,7.91,
-3.54,0.16,7.80,
-3.79,0.30,7.95,
-3.59,0.27,7.98,
-2.94,0.25,7.85,
-2.79,0.63,7.95,
-3.73,0.43,8.30,
-3.64,0.02,7.69,
-3.25,0.07,7.62,
-3.49,0.53,8.10,
-3.55,0.30,8.24,
-3.35,0.34,7.88,
-3.10,0.26,7.82,
-3.62,0.34,8.03,
-3.38,0.20,7.84,
-3.22,0.41,7.91,
-3.60,0.38,8.04,
-3.51,0.20,7.77,
-3.44,0.22,7.86,
-3.36,0.36,7.89,
-3.40,0.43,8.18,
-3.29,0.38,7.91,
-3.33,0.27,7.89,
-3.48,0.38,7.90,
-3.34,0.33,7.89,
-3.30,0.41,7.92,
-3.63,0.30,8.01,
-3.35,0.26,7.82,
-3.13,0.29,7.91,
-3.36,0.42,7.96,
-3.56,0.15,7.94,
-3.64,0.46,7.94,
-3.57,0.17,7.85,
-3.30,0.27,7.87,
-3.00,0.62,8.03,
-3.57,0.38,8.03,
-3.64,0.13,7.92,
-3.29,0.29,7.71,
-3.30,0.25,8.01,
-3.67,0.38,8.09,
-3.54,0.14,7.82,
-2.96,0.30,7.72,
-3.23,0.54,8.14,
-3.69,0.34,8.04,
-3.67,0.04,7.67,
-3.38,0.31,7.97,
-3.17,0.46,7.99,
-3.34,0.38,7.97,
-3.66,0.17,7.76,
-3.66,0.18,7.94,
-3.37,0.34,7.87,
-3.24,0.40,7.93,
-3.59,0.24,7.97,
-3.50,0.33,7.81,
-3.32,0.28,7.86,
-3.55,0.32,7.97,
-3.43,0.27,8.09,
-3.28,0.47,7.99,
-3.54,0.25,7.82,
-3.52,0.24,7.89,
-3.29,0.41,8.02,
-3.41,0.47,7.89,
-3.57,0.12,7.88,
-3.35,0.25,7.85,
-3.31,0.50,8.02,
-3.54,0.28,8.11,
-3.42,0.20,7.75,
-3.56,0.20,7.86,
-3.46,0.36,7.98,
-3.22,0.40,7.86,
-3.54,0.25,7.94,
-3.50,0.32,7.93,
-3.29,0.34,7.99,
-3.38,0.38,8.00,
-3.46,0.31,7.91,
-3.69,0.24,7.85,
-3.53,0.28,7.82,
-3.42,0.37,7.96,
-3.35,0.43,7.99,
-3.46,0.24,7.89,
-3.47,0.41,7.90,
-3.49,0.30,7.89,
-3.50,0.30,7.81,
-3.27,0.33,8.03,
-3.42,0.37,7.87,
-3.55,0.30,7.91,
-3.37,0.27,7.85,
-3.17,0.52,7.85,
-3.67,0.31,8.18,
-3.69,0.23,7.87,
-3.26,0.18,7.71,
-3.29,0.43,8.07,
-3.39,0.41,8.07,
-3.60,0.30,7.90,
-3.69,0.15,7.85,
-3.32,0.42,7.93,
-3.39,0.44,8.03,
-3.57,0.25,7.84,
-3.42,0.22,7.74,
-3.24,0.37,7.97,
-3.50,0.47,8.08,
-3.66,0.19,7.76,
-3.37,0.26,7.73,
-3.46,0.45,8.05,
-3.56,0.44,7.93,
-3.25,0.23,7.85,
-3.34,0.44,7.91,
-3.63,0.26,7.98,
-3.65,0.27,7.69,
-3.55,0.37,7.92,
-3.26,0.37,8.01,
-3.18,0.56,7.99,
-3.37,0.33,7.84,
-3.62,0.30,7.95,
-3.75,0.29,7.87,
-3.68,0.27,7.86,
-3.44,0.27,7.90,
-2.96,0.03,7.63,
-3.37,0.77,8.11,
-3.76,0.36,8.21,
-3.64,0.11,7.63,
-3.57,0.13,7.82,
-3.15,0.65,7.98,
-3.41,0.37,7.94,
-3.80,0.18,7.89,
-3.43,0.33,7.76,
-3.13,0.55,7.93,
-3.73,0.30,8.00,
-3.97,0.22,7.87,
-3.38,0.26,7.68,
-3.39,0.53,8.16,
-3.29,0.36,7.82,
-3.17,0.30,7.79,
-3.72,0.50,8.08,
-3.79,0.21,7.81,
-3.46,0.22,7.73,
-3.37,0.42,8.06,
-3.50,0.39,8.10,
-3.43,0.25,7.74,
-3.48,0.32,7.82,
-3.59,0.35,7.98,
-3.48,0.39,7.87,
-3.43,0.24,7.92,
-3.36,0.45,7.77,
-3.43,0.29,7.91,
-3.36,0.36,7.92,
-3.51,0.24,7.71,
-3.63,0.33,8.08,
-3.34,0.33,7.88,
-3.19,0.35,7.78,
-3.38,0.37,7.80,
-3.88,0.28,8.00,
-3.54,0.27,7.80,
-3.46,0.41,7.91,
-3.43,0.41,7.93,
-3.51,0.29,7.98,
-3.29,0.39,7.77,
-3.60,0.16,7.94,
-3.70,0.43,7.90,
-3.42,0.19,7.76,
-3.51,0.74,8.15,
-3.36,0.08,7.69,
-3.42,0.55,8.08,
-3.24,0.28,7.91,
-3.22,0.39,7.73,
-3.98,0.47,8.15,
-4.10,-0.05,7.69,
-3.30,0.25,7.71,
-3.12,0.87,8.62,
-3.14,0.03,7.36,
-3.78,0.53,8.37,
-3.45,0.29,7.41,
-3.64,0.29,7.98,
-3.63,0.49,7.95,
-3.40,0.27,7.88,
-3.53,0.36,7.81,
-3.51,0.41,7.68,
-3.35,0.18,7.99,
-2.98,0.59,7.67,
-3.50,0.24,7.97,
-4.22,0.33,7.93,
-4.13,0.04,7.87,
-2.59,0.46,7.97,
-2.94,0.13,7.48,
-3.54,0.73,7.93,
-4.00,0.03,8.16,
-3.42,0.60,7.78,
-3.32,0.17,7.91,
-3.53,0.43,7.91,
-3.66,0.18,8.05,
-3.31,0.42,7.84,
-3.46,0.38,7.92,
-3.67,0.21,7.72,
-3.54,0.34,8.20,
-3.43,0.20,7.72,
-3.32,0.54,7.93,
-3.48,0.25,7.88,
-3.47,0.37,7.88,
-3.46,0.30,7.73,
-3.75,0.50,8.04,
-3.73,0.22,7.93,
-3.44,0.65,7.86,
-3.37,0.13,7.77,
-3.52,0.45,7.97,
-3.56,0.28,7.85,
-3.49,0.38,7.96,
-3.43,0.35,7.66,
-3.61,0.38,7.87,
-3.46,0.38,7.81,
-3.41,0.30,8.02,
-3.50,0.37,7.78,
-3.69,0.30,7.94,
-3.80,0.34,7.93,
-3.51,0.22,7.85,
-3.13,0.51,7.80,
-3.26,0.28,7.95,
-3.57,0.41,7.75,
-4.02,0.32,8.07,
-3.51,0.26,7.72,
-3.38,0.63,7.89,
-3.79,0.19,7.74,
-3.70,0.57,8.07,
-3.34,0.15,7.66,
-3.42,0.43,7.94,
-3.28,0.32,7.89,
-3.43,0.34,7.68,
-3.84,0.38,7.92,
-3.67,0.35,7.91,
-3.15,0.31,7.67,
-3.58,0.45,7.88,
-3.92,0.27,7.94,
-3.56,0.23,7.65,
-3.49,0.45,7.84,
-3.80,0.26,8.04,
-3.83,0.29,7.80,
-3.50,0.80,8.48,
-3.07,0.27,7.67,
-3.46,0.34,7.84,
-3.72,0.32,7.86,
-3.59,0.31,7.96,
-3.29,0.46,7.68,
-3.67,0.20,7.74,
-4.04,0.39,8.11,
-3.30,0.36,7.77,
-3.26,0.39,7.74,
-3.74,0.42,7.94,
-3.67,0.36,7.87,
-3.40,0.34,7.65,
-3.60,0.37,7.96,
-3.78,0.28,7.76,
-3.65,0.52,7.87,
-3.26,0.28,7.65,
-3.32,0.37,7.88,
-3.69,0.46,7.87,
-3.84,0.21,7.80,
-3.48,0.41,7.77,
-3.43,0.41,7.99,
-3.75,0.32,7.93,
-3.80,0.41,7.88,
-3.61,0.34,7.65,
-3.12,0.73,8.05,
-3.23,0.26,7.77,
-3.76,0.43,8.05,
-3.75,0.30,7.83,
-3.54,0.40,7.87,
-3.44,0.38,7.95,
-3.64,0.34,7.83,
-3.67,0.36,8.01,
-3.52,0.39,7.80,
-3.51,0.39,7.87,
-3.59,0.34,7.83,
-3.55,0.35,7.81,
-3.74,0.26,7.79,
-3.86,0.36,8.08,
-3.62,0.34,7.76,
-3.25,0.44,7.98,
-3.02,0.31,7.68,
-3.44,0.45,7.78,
-3.96,0.29,7.93,
-3.92,0.34,7.87,
-3.37,0.36,7.92,
-3.24,0.48,7.81,
-3.58,0.36,7.96,
-3.76,0.34,7.90,
-3.43,0.43,7.73,
-3.49,0.38,7.81,
-3.83,0.42,8.01,
-3.60,0.36,7.88,
-3.29,0.33,7.75,
-3.46,0.29,7.80,
-3.57,0.45,7.83,
-3.61,0.37,7.93,
-3.63,0.37,7.81,
-3.58,0.26,7.72,
-3.50,0.38,7.93,
-3.46,0.35,7.70,
-3.63,0.42,8.03,
-3.68,0.31,7.79,
-3.34,0.37,7.82,
-3.52,0.34,7.80,
-3.69,0.45,8.05,
-3.62,0.32,7.89,
-3.53,0.36,7.93,
-3.47,0.33,7.86,
-3.56,0.29,7.84,
-3.55,0.47,7.85,
-3.48,0.37,7.76,
-3.55,0.38,8.02,
-3.42,0.24,7.74,
-3.48,0.39,7.88,
-3.76,0.35,7.78,
-3.75,0.39,8.02,
-3.65,0.35,7.84,
-3.57,0.30,7.89,
-3.29,0.35,7.80,
-3.33,0.45,7.74,
-3.69,0.39,8.06,
-3.61,0.43,7.83,
-3.56,0.31,7.84,
-3.56,0.32,7.81,
-3.54,0.36,8.04,
-3.28,0.37,7.83,
-3.44,0.33,7.80,
-3.78,0.30,7.92,
-3.75,0.32,7.76,
-3.58,0.42,7.90,
-3.51,0.39,7.92,
-3.32,0.41,7.90,
-3.39,0.32,7.70,
-3.64,0.35,7.92,
-3.63,0.33,7.81,
-3.55,0.39,7.45,
-3.58,0.33,7.78,
-3.83,0.28,7.93,
-3.81,0.24,7.87,
-3.45,0.33,7.92,
-3.09,0.35,7.79,
-3.24,0.41,7.94,
-3.57,0.28,7.81,
-3.87,0.31,7.81,
-3.66,0.37,7.88,
-3.29,0.42,7.78,
-3.53,0.39,7.91,
-3.85,0.32,7.93,
-3.52,0.31,7.88,
-3.05,0.40,7.77,
-3.44,0.36,7.80,
-3.97,0.33,8.18,
-3.32,0.30,7.76,
-3.41,0.35,7.54,
-3.97,0.33,8.08,
-3.37,0.44,7.97,
-3.14,0.40,7.68,
-3.88,0.28,8.01,
-3.92,0.32,7.99,
-3.19,0.35,7.72,
-3.23,0.41,7.72,
-3.78,0.31,8.11,
-3.50,0.25,7.78,
-3.49,0.41,7.70,
-3.72,0.31,8.06,
-3.46,0.45,7.56,
-3.60,0.39,8.19,
-3.32,0.40,7.63,
-3.46,0.32,7.74,
-3.94,0.33,7.98,
-3.67,0.30,7.94,
-3.12,0.40,7.74,
-3.44,0.35,7.78,
-4.02,0.25,7.99,
-3.59,0.31,7.78,
-3.10,0.40,7.76,
-3.43,0.37,7.85,
-3.94,0.36,8.07,
-3.62,0.27,7.82,
-3.22,0.33,7.84,
-3.42,0.43,7.85,
-3.55,0.44,8.01,
-3.79,0.31,7.77,
-3.68,0.32,7.94,
-3.38,0.41,7.68,
-3.35,0.43,7.86,
-3.60,0.38,7.84,
-3.81,0.35,7.98,
-3.49,0.32,7.68,
-3.46,0.42,7.78,
-3.64,0.28,7.82,
-3.55,0.38,7.94,
-3.51,0.33,7.96,
-3.49,0.32,7.72,
-3.70,0.29,7.86,
-3.60,0.42,7.80,
-3.53,0.44,7.90,
-3.55,0.35,7.80,
-3.71,0.30,7.84,
-3.51,0.27,7.78,
-3.48,0.46,7.74,
-3.56,0.36,7.87,
-3.65,0.38,7.87,
-3.46,0.30,7.70,
-3.72,0.27,7.95,
-3.57,0.36,7.92,
-3.44,0.37,7.79,
-3.64,0.39,7.93,
-3.80,0.32,7.59,
-3.60,0.48,7.78,
-3.33,0.25,7.77,
-3.56,0.44,7.81,
-3.64,0.31,8.08,
-3.62,0.32,7.83,
-3.45,0.40,7.75,
-3.61,0.25,7.82,
-3.59,0.38,8.05,
-3.33,0.33,7.80,
-3.51,0.38,7.79,
-3.51,0.38,7.77,
-3.59,0.36,7.80,
-3.61,0.41,7.90,
-3.67,0.31,7.87,
-3.53,0.29,7.91,
-3.41,0.34,7.68,
-3.55,0.41,7.90,
-3.48,0.33,7.83,
-3.33,0.42,7.82,
-3.58,0.30,7.67,
-3.89,0.31,7.96,
-3.52,0.33,7.83,
-3.39,0.44,7.72,
-3.71,0.40,7.98,
-3.64,0.27,8.00,
-3.45,0.38,7.70,
-3.63,0.43,7.95,
-3.57,0.36,7.90,
-3.45,0.40,7.93,
-3.57,0.32,7.76,
-3.75,0.36,7.91,
-3.46,0.34,7.83,
-3.39,0.38,7.97,
-3.36,0.41,7.87,
-3.48,0.41,7.80,
-3.70,0.26,7.82,
-3.74,0.37,7.97,
-3.54,0.38,7.81,
-3.40,0.39,7.90,
-3.39,0.30,7.87,
-3.49,0.36,7.80,
-3.68,0.32,7.91,
-3.69,0.36,7.97,
-3.52,0.32,7.90,
-3.48,0.32,7.74,
-3.61,0.29,7.87,
-3.66,0.31,7.81,
-3.38,0.46,7.84,
-3.51,0.32,7.82,
-3.74,0.28,7.90,
-3.61,0.29,7.95,
-3.30,0.38,7.59,
-3.54,0.43,7.95,
-3.57,0.38,7.82,
-3.64,0.39,7.86,
-3.52,0.33,7.79,
-3.58,0.39,7.79,
-3.77,0.41,7.97,
-3.65,0.39,8.06,
-3.30,0.35,7.62,
-3.56,0.37,7.73,
-3.95,0.32,7.96,
-3.54,0.45,7.84,
-3.44,0.42,7.86,
-3.66,0.34,7.99,
-3.45,0.31,7.69,
-3.53,0.35,7.80,
-3.63,0.41,7.96,
-3.42,0.32,7.80,
-3.57,0.33,7.91,
-3.70,0.28,7.91,
-3.56,0.39,7.92,
-3.29,0.45,7.82,
-3.57,0.34,7.97,
-3.61,0.36,7.85,
-3.49,0.26,7.80,
-3.69,0.37,7.84,
-3.51,0.34,7.97,
-3.39,0.41,7.84,
-3.70,0.29,7.91,
-3.64,0.30,7.95,
-3.24,0.39,7.77,
-3.56,0.38,7.90,
-3.91,0.32,8.12,
-3.55,0.32,7.75,
-3.28,0.40,7.87,
-3.41,0.37,7.73,
-3.85,0.46,8.06,
-3.53,0.34,7.96,
-3.48,0.35,7.75,
-3.69,0.35,8.04,
-3.59,0.34,7.82,
-3.26,0.41,7.81,
-3.21,0.38,7.72,
-3.74,0.37,8.04,
-3.86,0.22,7.99,
-3.46,0.38,7.74,
-3.40,0.37,7.79,
-3.41,0.39,7.93,
-3.67,0.36,7.91,
-3.54,0.28,7.89,
-3.50,0.30,7.71,
-3.66,0.34,7.94,
-3.54,0.39,7.81,
-3.38,0.31,7.88,
-3.52,0.32,7.84,
-3.68,0.35,7.93,
-3.45,0.39,7.83,
-3.51,0.33,7.87,
-3.70,0.30,7.96,
-3.64,0.33,7.81,
-3.34,0.36,7.92,
-3.40,0.39,7.68,
-3.76,0.33,8.10,
-3.82,0.28,7.83,
-3.39,0.36,7.82,
-3.40,0.31,7.71,
-3.57,0.45,8.03,
-3.59,0.35,7.99,
-3.53,0.34,7.94,
-3.63,0.28,7.77,
-3.66,0.39,7.91,
-3.57,0.31,7.77,
-3.47,0.37,7.95,
-3.29,0.32,7.74,
-3.54,0.33,7.80,
-3.77,0.28,7.87,
-3.70,0.36,7.92,
-3.45,0.39,7.89,
-3.42,0.35,7.78,
-3.81,0.31,7.94,
-3.52,0.34,7.86,
-3.32,0.43,7.85,
-3.49,0.37,7.87,
-3.68,0.43,7.75,
-3.71,0.28,8.10,
-3.43,0.40,7.78,
-3.64,0.31,7.90,
-3.51,0.39,7.96,
-3.31,0.30,7.71,
-3.64,0.34,7.97,
-3.70,0.37,7.74,
-3.71,0.38,7.94,
-3.56,0.36,7.79,
-3.48,0.29,7.84,
-3.56,0.38,7.73,
-3.67,0.28,7.93,
-3.46,0.31,7.81,
-3.45,0.34,7.93,
-3.57,0.36,7.82,
-3.66,0.39,7.87,
-3.66,0.31,7.87,
-3.47,0.38,7.84,
-3.43,0.42,7.89,
-3.53,0.33,7.90,
-3.73,0.27,7.86,
-3.66,0.29,7.81,
-3.46,0.37,7.80,
-3.50,0.36,8.08,
-3.52,0.32,7.80,
-3.66,0.28,7.96,
-3.56,0.33,7.79,
-3.50,0.41,7.80,
-3.52,0.42,7.88,
-3.61,0.38,7.90,
-3.57,0.22,7.83,
-3.53,0.36,7.69,
-3.45,0.40,7.79,
-3.53,0.36,7.92,
-3.59,0.42,7.99,
-3.57,0.33,7.80,
-3.69,0.30,7.89,
-3.50,0.37,7.81,
-3.61,0.49,7.92,
-3.63,0.37,7.79,
-3.54,0.33,7.99,
-3.48,0.33,7.79,
-3.41,0.40,7.83,
-3.64,0.41,7.92,
-3.77,0.31,7.92,
-3.63,0.28,7.93,
-3.43,0.36,7.79,
-3.42,0.36,7.83,
-3.56,0.37,7.92,
-3.56,0.36,7.87,
-3.62,0.34,7.87,
-3.71,0.30,7.81,
-3.39,0.43,7.73,
-3.35,0.40,7.89,
-3.78,0.34,7.78,
